Gene.stable.ID,HGNC.symbol
ENSMNEG00000032874,DNASE1L1
ENSMNEG00000032875,SKOR1
ENSMNEG00000032876,
ENSMNEG00000032877,PRSS22
ENSMNEG00000032878,ADIPOR2
ENSMNEG00000032879,RXFP2
ENSMNEG00000032880,MCC
ENSMNEG00000032881,MTX2
ENSMNEG00000032882,GBP7
ENSMNEG00000032883,PLK5
ENSMNEG00000032884,
ENSMNEG00000032885,ZFAND6
ENSMNEG00000032886,
ENSMNEG00000032887,RHBG
ENSMNEG00000032888,MAP3K8
ENSMNEG00000032889,CLCN7
ENSMNEG00000032890,VPS13D
ENSMNEG00000032891,
ENSMNEG00000032892,AASDHPPT
ENSMNEG00000032893,KCNT2
ENSMNEG00000032894,SLC9A3R1
ENSMNEG00000032895,
ENSMNEG00000032896,
ENSMNEG00000032897,
ENSMNEG00000032898,CES2
ENSMNEG00000032899,ZNF676
ENSMNEG00000032900,NYNRIN
ENSMNEG00000032901,ARSJ
ENSMNEG00000032902,
ENSMNEG00000032903,CRYGS
ENSMNEG00000032904,HLA-DMA
ENSMNEG00000032905,
ENSMNEG00000032906,DCST1
ENSMNEG00000032907,HSBP1L1
ENSMNEG00000032908,ZBED9
ENSMNEG00000032909,
ENSMNEG00000032910,CPA4
ENSMNEG00000032911,ZPR1
ENSMNEG00000032912,PROCA1
ENSMNEG00000032913,ZNF697
ENSMNEG00000032914,
ENSMNEG00000032915,GRIA3
ENSMNEG00000032916,ADAMTS20
ENSMNEG00000032917,ALKBH6
ENSMNEG00000032918,
ENSMNEG00000032919,KAT14
ENSMNEG00000032920,
ENSMNEG00000032921,PLA2G15
ENSMNEG00000032922,RBM25
ENSMNEG00000032923,IRAK3
ENSMNEG00000032924,
ENSMNEG00000032925,FAM171B
ENSMNEG00000032926,
ENSMNEG00000032927,EPS15
ENSMNEG00000032928,CHP1
ENSMNEG00000032929,RETREG3
ENSMNEG00000032930,FAM120A
ENSMNEG00000032931,EPHA10
ENSMNEG00000032932,TEX54
ENSMNEG00000032933,
ENSMNEG00000032934,CD226
ENSMNEG00000032935,
ENSMNEG00000032936,LMO4
ENSMNEG00000032937,CCT8
ENSMNEG00000032938,CFAP299
ENSMNEG00000032939,GDE1
ENSMNEG00000032940,KIRREL1
ENSMNEG00000032941,ARPC1B
ENSMNEG00000032942,NAA40
ENSMNEG00000032943,
ENSMNEG00000032944,BMPR1A
ENSMNEG00000032945,BNIP3L
ENSMNEG00000032946,ANKLE1
ENSMNEG00000032947,TOPORS
ENSMNEG00000032948,MLPH
ENSMNEG00000032949,ABHD17C
ENSMNEG00000032950,
ENSMNEG00000032951,APOE
ENSMNEG00000032952,
ENSMNEG00000032953,SPTBN2
ENSMNEG00000032954,
ENSMNEG00000032955,
ENSMNEG00000032956,NEDD4
ENSMNEG00000032957,NCF1
ENSMNEG00000032958,KCNK7
ENSMNEG00000032959,PGBD1
ENSMNEG00000032960,
ENSMNEG00000032961,HRC
ENSMNEG00000032962,TMEM106C
ENSMNEG00000032963,MAP2K3
ENSMNEG00000032964,CLIC4
ENSMNEG00000032965,
ENSMNEG00000032966,SCAF4
ENSMNEG00000032967,CDH18
ENSMNEG00000032968,NOX3
ENSMNEG00000032969,GEMIN5
ENSMNEG00000032970,EXOSC8
ENSMNEG00000032971,DEF8
ENSMNEG00000032972,
ENSMNEG00000032973,APC2
ENSMNEG00000032974,ERFE
ENSMNEG00000032975,DIPK1C
ENSMNEG00000032976,PBOV1
ENSMNEG00000032977,
ENSMNEG00000032978,
ENSMNEG00000032979,
ENSMNEG00000032980,MSRB2
ENSMNEG00000032981,URB1
ENSMNEG00000032982,AGXT2
ENSMNEG00000032983,AGMO
ENSMNEG00000032984,FXYD1
ENSMNEG00000032985,SIAH1
ENSMNEG00000032986,
ENSMNEG00000032987,ANGEL1
ENSMNEG00000032988,
ENSMNEG00000032989,TMEM19
ENSMNEG00000032990,
ENSMNEG00000032990,
ENSMNEG00000032990,
ENSMNEG00000032991,TMEM11
ENSMNEG00000032992,RAPGEF5
ENSMNEG00000032993,GSPT1
ENSMNEG00000032994,E2F6
ENSMNEG00000032995,STX1B
ENSMNEG00000032996,SPDYC
ENSMNEG00000032997,OR8S1
ENSMNEG00000032998,SPEM2
ENSMNEG00000032999,NKIRAS1
ENSMNEG00000033000,GTF3C3
ENSMNEG00000033001,
ENSMNEG00000033002,CRLF1
ENSMNEG00000033003,BNIP1
ENSMNEG00000033004,REC114
ENSMNEG00000033005,NCF4
ENSMNEG00000033006,NUDT3
ENSMNEG00000033007,
ENSMNEG00000033007,
ENSMNEG00000033007,
ENSMNEG00000033007,
ENSMNEG00000033007,
ENSMNEG00000033008,
ENSMNEG00000033009,FDCSP
ENSMNEG00000033010,
ENSMNEG00000033011,GSS
ENSMNEG00000033012,TPRG1L
ENSMNEG00000033013,CBX6
ENSMNEG00000033014,COL4A5
ENSMNEG00000033015,BOLL
ENSMNEG00000033016,IGSF1
ENSMNEG00000033017,KCNQ2
ENSMNEG00000033018,ESR2
ENSMNEG00000033019,ARAP2
ENSMNEG00000033020,NR3C1
ENSMNEG00000033021,ELOC
ENSMNEG00000033022,
ENSMNEG00000033023,APELA
ENSMNEG00000033024,STUB1
ENSMNEG00000033025,RPAIN
ENSMNEG00000033026,MRO
ENSMNEG00000033027,ZNF33B
ENSMNEG00000033028,
ENSMNEG00000033028,
ENSMNEG00000033029,RASGRP1
ENSMNEG00000033030,TVP23A
ENSMNEG00000033031,EIF2AK3
ENSMNEG00000033032,AGER
ENSMNEG00000033033,WHAMM
ENSMNEG00000033034,CTSK
ENSMNEG00000033035,RGS19
ENSMNEG00000033036,IFI44
ENSMNEG00000033037,EIF2S1
ENSMNEG00000033038,
ENSMNEG00000033039,
ENSMNEG00000033040,ANGPT2
ENSMNEG00000033041,BPTF
ENSMNEG00000033042,DPYS
ENSMNEG00000033043,C1orf68
ENSMNEG00000033044,CCDC81
ENSMNEG00000033045,DHRS7B
ENSMNEG00000033046,GAK
ENSMNEG00000033047,ALG8
ENSMNEG00000033048,
ENSMNEG00000033049,LRRC17
ENSMNEG00000033050,NTNG2
ENSMNEG00000033051,CYP2F1
ENSMNEG00000033052,ANO6
ENSMNEG00000033053,NKX2-3
ENSMNEG00000033054,RNASEH2A
ENSMNEG00000033055,ADH7
ENSMNEG00000033056,CALCB
ENSMNEG00000033057,
ENSMNEG00000033058,CFAP276
ENSMNEG00000033059,CDC123
ENSMNEG00000033060,
ENSMNEG00000033060,
ENSMNEG00000033060,
ENSMNEG00000033061,PTRH1
ENSMNEG00000033062,TRIM35
ENSMNEG00000033063,HEBP2
ENSMNEG00000033064,
ENSMNEG00000033065,SLCO1B1
ENSMNEG00000033066,
ENSMNEG00000033067,COPG1
ENSMNEG00000033068,CNNM1
ENSMNEG00000033069,SPACA3
ENSMNEG00000033070,
ENSMNEG00000033070,
ENSMNEG00000033070,
ENSMNEG00000033070,
ENSMNEG00000033071,PDCD5
ENSMNEG00000033072,
ENSMNEG00000033072,
ENSMNEG00000033073,FAM117B
ENSMNEG00000033074,USP31
ENSMNEG00000033075,BTBD18
ENSMNEG00000033076,FAM83F
ENSMNEG00000033077,ADGRA2
ENSMNEG00000033078,THYN1
ENSMNEG00000033079,
ENSMNEG00000033080,ZSCAN31
ENSMNEG00000033081,ECH1
ENSMNEG00000033082,PGAP1
ENSMNEG00000033083,MIP
ENSMNEG00000033084,VPS13A
ENSMNEG00000033085,CALN1
ENSMNEG00000033086,SGPP1
ENSMNEG00000033087,
ENSMNEG00000033088,TSHZ3
ENSMNEG00000033089,AMH
ENSMNEG00000033090,MUS81
ENSMNEG00000033091,ZNF134
ENSMNEG00000033092,
ENSMNEG00000033093,TMSB10
ENSMNEG00000033094,SMAD3
ENSMNEG00000033095,HCFC1R1
ENSMNEG00000033096,ME1
ENSMNEG00000033097,
ENSMNEG00000033098,TTYH2
ENSMNEG00000033099,
ENSMNEG00000033099,
ENSMNEG00000033100,PVRIG
ENSMNEG00000033101,TTPAL
ENSMNEG00000033102,AMMECR1
ENSMNEG00000033103,
ENSMNEG00000033104,BRD3
ENSMNEG00000033105,CARF
ENSMNEG00000033106,SMIM13
ENSMNEG00000033107,RHBDL2
ENSMNEG00000033108,ARRDC3
ENSMNEG00000033109,EIF2AK1
ENSMNEG00000033110,WDR24
ENSMNEG00000033111,ARHGAP32
ENSMNEG00000033112,IPMK
ENSMNEG00000033113,CD209
ENSMNEG00000033114,ZNF287
ENSMNEG00000033115,DEFB126
ENSMNEG00000033116,CIRBP
ENSMNEG00000033117,GZF1
ENSMNEG00000033118,
ENSMNEG00000033119,CERK
ENSMNEG00000033120,CHN1
ENSMNEG00000033121,GADD45GIP1
ENSMNEG00000033122,SMARCD3
ENSMNEG00000033123,VPS41
ENSMNEG00000033124,PRR11
ENSMNEG00000033125,
ENSMNEG00000033126,CLCN6
ENSMNEG00000033127,RAVER2
ENSMNEG00000033128,HSPA14
ENSMNEG00000033129,ICAM1
ENSMNEG00000033130,
ENSMNEG00000033131,UBA2
ENSMNEG00000033132,SPAG16
ENSMNEG00000033133,ADORA2A
ENSMNEG00000033134,SELL
ENSMNEG00000033135,
ENSMNEG00000033136,HSDL1
ENSMNEG00000033137,LEPR
ENSMNEG00000033138,CBX8
ENSMNEG00000033139,G6PC2
ENSMNEG00000033140,CACNA1I
ENSMNEG00000033141,
ENSMNEG00000033142,STX8
ENSMNEG00000033143,DGAT1
ENSMNEG00000033144,
ENSMNEG00000033145,
ENSMNEG00000033146,C6orf58
ENSMNEG00000033147,TCHH
ENSMNEG00000033148,FXYD4
ENSMNEG00000033149,KIT
ENSMNEG00000033150,
ENSMNEG00000033151,GNAL
ENSMNEG00000033152,CYP2S1
ENSMNEG00000033153,CCDC157
ENSMNEG00000033154,HAT1
ENSMNEG00000033155,ARID2
ENSMNEG00000033156,CSPP1
ENSMNEG00000033157,TBC1D20
ENSMNEG00000033158,
ENSMNEG00000033158,
ENSMNEG00000033159,
ENSMNEG00000033160,EPN3
ENSMNEG00000033161,MMS22L
ENSMNEG00000033162,
ENSMNEG00000033163,ATXN10
ENSMNEG00000033164,FKTN
ENSMNEG00000033165,
ENSMNEG00000033165,
ENSMNEG00000033166,BTBD11
ENSMNEG00000033167,
ENSMNEG00000033168,HDAC4
ENSMNEG00000033169,PILRA
ENSMNEG00000033170,EVPL
ENSMNEG00000033171,ATRX
ENSMNEG00000033172,DHH
ENSMNEG00000033173,SSBP4
ENSMNEG00000033174,
ENSMNEG00000033175,OGFOD1
ENSMNEG00000033176,FYB1
ENSMNEG00000033177,
ENSMNEG00000033178,ESR1
ENSMNEG00000033179,
ENSMNEG00000033180,CPA3
ENSMNEG00000033181,MPPED2
ENSMNEG00000033182,FGFR4
ENSMNEG00000033183,
ENSMNEG00000033184,
ENSMNEG00000033185,FANCB
ENSMNEG00000033186,NOP56
ENSMNEG00000033187,SIGLEC9
ENSMNEG00000033188,MOB4
ENSMNEG00000033189,LMX1B
ENSMNEG00000033190,
ENSMNEG00000033190,
ENSMNEG00000033191,
ENSMNEG00000033192,DNM1
ENSMNEG00000033193,CALML4
ENSMNEG00000033194,
ENSMNEG00000033195,SNU13
ENSMNEG00000033196,
ENSMNEG00000033196,
ENSMNEG00000033197,AMER2
ENSMNEG00000033198,OTP
ENSMNEG00000033199,NOLC1
ENSMNEG00000033200,RNF212B
ENSMNEG00000033201,C6
ENSMNEG00000033202,NAA20
ENSMNEG00000033203,GNPNAT1
ENSMNEG00000033204,IDE
ENSMNEG00000033205,ANKFN1
ENSMNEG00000033206,SCYL1
ENSMNEG00000033207,MNX1
ENSMNEG00000033208,MAF1
ENSMNEG00000033209,SLC25A37
ENSMNEG00000033210,
ENSMNEG00000033211,
ENSMNEG00000033212,TMBIM1
ENSMNEG00000033213,ABCA13
ENSMNEG00000033214,
ENSMNEG00000033215,MGARP
ENSMNEG00000033216,MTR
ENSMNEG00000033217,
ENSMNEG00000033217,
ENSMNEG00000033218,STON2
ENSMNEG00000033219,
ENSMNEG00000033219,
ENSMNEG00000033220,DCTD
ENSMNEG00000033221,XPR1
ENSMNEG00000033222,FERMT1
ENSMNEG00000033223,
ENSMNEG00000033224,
ENSMNEG00000033225,PKP4
ENSMNEG00000033226,SYN2
ENSMNEG00000033227,SLC1A2
ENSMNEG00000033228,QDPR
ENSMNEG00000033229,EFR3B
ENSMNEG00000033230,VSIG4
ENSMNEG00000033231,RACK1
ENSMNEG00000033232,TMEM91
ENSMNEG00000033233,
ENSMNEG00000033234,
ENSMNEG00000033235,SLC35A2
ENSMNEG00000033236,EHMT1
ENSMNEG00000033237,MYLK2
ENSMNEG00000033238,DGKQ
ENSMNEG00000033239,PCLO
ENSMNEG00000033240,HSD17B10
ENSMNEG00000033241,SMC4
ENSMNEG00000033242,NQO1
ENSMNEG00000033243,CNKSR2
ENSMNEG00000033244,
ENSMNEG00000033245,GFM1
ENSMNEG00000033246,CCT2
ENSMNEG00000033247,GIPC3
ENSMNEG00000033248,FBXL13
ENSMNEG00000033249,
ENSMNEG00000033250,
ENSMNEG00000033251,HAO2
ENSMNEG00000033252,PHF11
ENSMNEG00000033253,PLIN5
ENSMNEG00000033254,RNF215
ENSMNEG00000033255,TMEM108
ENSMNEG00000033256,OAZ1
ENSMNEG00000033257,NFIA
ENSMNEG00000033258,
ENSMNEG00000033259,
ENSMNEG00000033260,
ENSMNEG00000033261,PCID2
ENSMNEG00000033262,FAM167B
ENSMNEG00000033263,CD3E
ENSMNEG00000033264,PAN2
ENSMNEG00000033265,ABCC1
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033266,
ENSMNEG00000033267,TPD52L3
ENSMNEG00000033268,DBX2
ENSMNEG00000033269,GSC2
ENSMNEG00000033270,RNF224
ENSMNEG00000033271,RAPGEFL1
ENSMNEG00000033272,HCN2
ENSMNEG00000033273,SLC15A2
ENSMNEG00000033274,
ENSMNEG00000033275,
ENSMNEG00000033276,FAM180B
ENSMNEG00000033277,ADGRB2
ENSMNEG00000033278,SLC34A2
ENSMNEG00000033279,
ENSMNEG00000033280,IZUMO1
ENSMNEG00000033281,KIR3DL3
ENSMNEG00000033282,LCN15
ENSMNEG00000033283,PDCD7
ENSMNEG00000033284,DEFB121
ENSMNEG00000033285,PPP1R9B
ENSMNEG00000033286,GEMIN2
ENSMNEG00000033287,CCDC78
ENSMNEG00000033288,RALYL
ENSMNEG00000033289,MFSD4A
ENSMNEG00000033290,XG
ENSMNEG00000033291,DNAH5
ENSMNEG00000033292,APPL1
ENSMNEG00000033293,PPM1D
ENSMNEG00000033294,
ENSMNEG00000033295,HSD11B1L
ENSMNEG00000033296,
ENSMNEG00000033296,
ENSMNEG00000033297,B3GNT3
ENSMNEG00000033298,USP1
ENSMNEG00000033299,NUFIP1
ENSMNEG00000033300,
ENSMNEG00000033301,TRPM1
ENSMNEG00000033302,IQCJ
ENSMNEG00000033303,GTF2F2
ENSMNEG00000033304,MTDH
ENSMNEG00000033305,SPATS1
ENSMNEG00000033306,PRPF40B
ENSMNEG00000033307,ATPAF2
ENSMNEG00000033308,
ENSMNEG00000033309,
ENSMNEG00000033310,STAP2
ENSMNEG00000033311,CCDC39
ENSMNEG00000033312,LAMTOR3
ENSMNEG00000033313,
ENSMNEG00000033314,ALKBH1
ENSMNEG00000033315,NFRKB
ENSMNEG00000033316,KERA
ENSMNEG00000033317,USP19
ENSMNEG00000033318,
ENSMNEG00000033319,SYP
ENSMNEG00000033320,GDF11
ENSMNEG00000033321,LONP2
ENSMNEG00000033322,ATF6
ENSMNEG00000033323,XAB2
ENSMNEG00000033324,CX3CL1
ENSMNEG00000033325,SERPINB11
ENSMNEG00000033326,CLRN1
ENSMNEG00000033327,ADAMTS5
ENSMNEG00000033328,RPRD1A
ENSMNEG00000033329,SNAP91
ENSMNEG00000033330,SYNM
ENSMNEG00000033331,
ENSMNEG00000033332,SPATA4
ENSMNEG00000033333,MAP3K19
ENSMNEG00000033334,NAPA
ENSMNEG00000033335,MAP4K4
ENSMNEG00000033336,DCDC2B
ENSMNEG00000033337,CTSF
ENSMNEG00000033338,CDS1
ENSMNEG00000033339,F8
ENSMNEG00000033340,
ENSMNEG00000033341,CLIC3
ENSMNEG00000033342,ZNF41
ENSMNEG00000033343,DDX4
ENSMNEG00000033344,CDCP1
ENSMNEG00000033345,RASL11A
ENSMNEG00000033346,FBXO39
ENSMNEG00000033347,DEFA6
ENSMNEG00000033348,TRPT1
ENSMNEG00000033349,SYCE1L
ENSMNEG00000033350,
ENSMNEG00000033351,DHRS7
ENSMNEG00000033352,PROKR2
ENSMNEG00000033353,HMMR
ENSMNEG00000033354,YPEL2
ENSMNEG00000033355,WDR91
ENSMNEG00000033356,
ENSMNEG00000033357,MFAP3
ENSMNEG00000033358,
ENSMNEG00000033358,
ENSMNEG00000033359,
ENSMNEG00000033360,ABHD12B
ENSMNEG00000033361,ATP8B3
ENSMNEG00000033362,
ENSMNEG00000033362,
ENSMNEG00000033362,
ENSMNEG00000033363,TRPV6
ENSMNEG00000033364,CEP128
ENSMNEG00000033365,
ENSMNEG00000033366,NRGN
ENSMNEG00000033367,NMRK2
ENSMNEG00000033368,COMMD3-BMI1
ENSMNEG00000033369,FAM163B
ENSMNEG00000033370,
ENSMNEG00000033371,
ENSMNEG00000033372,ASAH2
ENSMNEG00000033373,
ENSMNEG00000033374,BORCS8
ENSMNEG00000033375,GRP
ENSMNEG00000033376,STAT3
ENSMNEG00000033377,SNTB2
ENSMNEG00000033378,FAM50A
ENSMNEG00000033379,REXO2
ENSMNEG00000033380,GLIS1
ENSMNEG00000033381,AFF4
ENSMNEG00000033382,CSRP3
ENSMNEG00000033383,CHPF
ENSMNEG00000033384,ATG12
ENSMNEG00000033385,SF3B3
ENSMNEG00000033386,PTPRM
ENSMNEG00000033387,SCIMP
ENSMNEG00000033388,CRTC2
ENSMNEG00000033389,CASKIN1
ENSMNEG00000033390,
ENSMNEG00000033391,EPHA4
ENSMNEG00000033392,
ENSMNEG00000033393,DYNC1I2
ENSMNEG00000033394,RBL2
ENSMNEG00000033395,DCTN4
ENSMNEG00000033396,BBS4
ENSMNEG00000033397,MED11
ENSMNEG00000033398,RALGAPA2
ENSMNEG00000033399,
ENSMNEG00000033400,TRMT10B
ENSMNEG00000033401,ZNF84
ENSMNEG00000033402,
ENSMNEG00000033403,APOH
ENSMNEG00000033404,POLR3F
ENSMNEG00000033405,CEP152
ENSMNEG00000033406,CDKN2D
ENSMNEG00000033407,
ENSMNEG00000033407,
ENSMNEG00000033408,
ENSMNEG00000033409,BEND6
ENSMNEG00000033410,PIK3AP1
ENSMNEG00000033411,ANO7
ENSMNEG00000033412,PDGFRB
ENSMNEG00000033413,NUMBL
ENSMNEG00000033414,TRIM31
ENSMNEG00000033415,
ENSMNEG00000033416,SLC22A7
ENSMNEG00000033417,
ENSMNEG00000033418,ADAP2
ENSMNEG00000033419,ZMAT5
ENSMNEG00000033420,KCNIP2
ENSMNEG00000033421,HAVCR1
ENSMNEG00000033422,HPGDS
ENSMNEG00000033423,HPCAL1
ENSMNEG00000033424,RGS2
ENSMNEG00000033425,ERFL
ENSMNEG00000033426,LILRA2
ENSMNEG00000033427,CD3D
ENSMNEG00000033428,ELOVL1
ENSMNEG00000033429,
ENSMNEG00000033430,LRRC73
ENSMNEG00000033431,
ENSMNEG00000033432,REV1
ENSMNEG00000033433,PXK
ENSMNEG00000033434,SH3RF3
ENSMNEG00000033435,NDST3
ENSMNEG00000033436,PLPBP
ENSMNEG00000033437,SNRNP40
ENSMNEG00000033438,IER3
ENSMNEG00000033439,RAC2
ENSMNEG00000033440,GGA2
ENSMNEG00000033441,AGFG2
ENSMNEG00000033442,MTTP
ENSMNEG00000033443,
ENSMNEG00000033443,
ENSMNEG00000033443,
ENSMNEG00000033443,
ENSMNEG00000033444,AGL
ENSMNEG00000033445,INAVA
ENSMNEG00000033446,
ENSMNEG00000033446,
ENSMNEG00000033447,ENAH
ENSMNEG00000033448,RPS27L
ENSMNEG00000033449,CELF4
ENSMNEG00000033450,NUDT9
ENSMNEG00000033451,TWF1
ENSMNEG00000033452,
ENSMNEG00000033453,CCDC88B
ENSMNEG00000033454,
ENSMNEG00000033455,C10orf88
ENSMNEG00000033456,BABAM1
ENSMNEG00000033457,PNPLA6
ENSMNEG00000033458,UBE3C
ENSMNEG00000033459,
ENSMNEG00000033460,CC2D1B
ENSMNEG00000033461,
ENSMNEG00000033462,
ENSMNEG00000033463,SACM1L
ENSMNEG00000033464,
ENSMNEG00000033465,IKZF1
ENSMNEG00000033466,
ENSMNEG00000033467,HAND1
ENSMNEG00000033468,
ENSMNEG00000033469,SREBF1
ENSMNEG00000033470,FBXO38
ENSMNEG00000033471,PLEKHM1
ENSMNEG00000033472,
ENSMNEG00000033473,RAB7A
ENSMNEG00000033474,NPEPL1
ENSMNEG00000033475,SEMA4D
ENSMNEG00000033476,GTPBP8
ENSMNEG00000033477,DNAJA3
ENSMNEG00000033478,BBOX1
ENSMNEG00000033479,WASF2
ENSMNEG00000033480,
ENSMNEG00000033481,MMGT1
ENSMNEG00000033482,
ENSMNEG00000033483,MARCHF3
ENSMNEG00000033484,RNF39
ENSMNEG00000033485,NSUN2
ENSMNEG00000033486,RASSF9
ENSMNEG00000033487,EXD3
ENSMNEG00000033488,CNFN
ENSMNEG00000033489,
ENSMNEG00000033490,DGKA
ENSMNEG00000033491,FEM1B
ENSMNEG00000033492,SLC30A5
ENSMNEG00000033493,NAGS
ENSMNEG00000033494,
ENSMNEG00000033495,CIAO3
ENSMNEG00000033496,ZSCAN1
ENSMNEG00000033497,A2ML1
ENSMNEG00000033498,G2E3
ENSMNEG00000033499,
ENSMNEG00000033500,SFTPD
ENSMNEG00000033501,CHRDL2
ENSMNEG00000033502,FOXN1
ENSMNEG00000033503,ZNF485
ENSMNEG00000033504,EGF
ENSMNEG00000033505,MTFR1L
ENSMNEG00000033506,
ENSMNEG00000033507,TATDN3
ENSMNEG00000033508,MMP25
ENSMNEG00000033509,FAM78A
ENSMNEG00000033510,GLI4
ENSMNEG00000033511,CHRNA5
ENSMNEG00000033512,DESI2
ENSMNEG00000033513,DDX10
ENSMNEG00000033514,MACF1
ENSMNEG00000033515,PACSIN2
ENSMNEG00000033516,BNIP2
ENSMNEG00000033517,
ENSMNEG00000033518,FEZ2
ENSMNEG00000033519,
ENSMNEG00000033520,HOXC6
ENSMNEG00000033521,MRPS26
ENSMNEG00000033522,
ENSMNEG00000033523,CCDC120
ENSMNEG00000033524,ETF1
ENSMNEG00000033525,
ENSMNEG00000033526,
ENSMNEG00000033526,
ENSMNEG00000033527,PIGH
ENSMNEG00000033528,PHACTR3
ENSMNEG00000033529,
ENSMNEG00000033529,
ENSMNEG00000033530,MS4A4A
ENSMNEG00000033531,TEPP
ENSMNEG00000033532,MEN1
ENSMNEG00000033533,MARCOL
ENSMNEG00000033534,WDR82
ENSMNEG00000033535,PLEKHO1
ENSMNEG00000033536,
ENSMNEG00000033537,MARCHF4
ENSMNEG00000033538,CRYBG1
ENSMNEG00000033539,SLC6A3
ENSMNEG00000033540,EXOC6B
ENSMNEG00000033541,
ENSMNEG00000033542,MYSM1
ENSMNEG00000033543,
ENSMNEG00000033544,KPNA5
ENSMNEG00000033545,KLHL31
ENSMNEG00000033546,FGFR1
ENSMNEG00000033547,NDUFAF3
ENSMNEG00000033548,FAT4
ENSMNEG00000033549,PARP9
ENSMNEG00000033550,VPS18
ENSMNEG00000033551,LST1
ENSMNEG00000033552,
ENSMNEG00000033553,OLFM4
ENSMNEG00000033554,NMUR1
ENSMNEG00000033555,
ENSMNEG00000033556,
ENSMNEG00000033557,EPS15L1
ENSMNEG00000033558,NFATC2IP
ENSMNEG00000033559,PTCRA
ENSMNEG00000033560,NR2E3
ENSMNEG00000033561,DCD
ENSMNEG00000033562,
ENSMNEG00000033563,CPNE5
ENSMNEG00000033564,
ENSMNEG00000033564,
ENSMNEG00000033565,POLR2C
ENSMNEG00000033566,ZNF248
ENSMNEG00000033567,SMAP1
ENSMNEG00000033568,ODR4
ENSMNEG00000033569,VAV1
ENSMNEG00000033570,TMEM126A
ENSMNEG00000033571,ABCD1
ENSMNEG00000033572,GUCY2C
ENSMNEG00000033573,CIDEC
ENSMNEG00000033574,MGP
ENSMNEG00000033575,PTGS2
ENSMNEG00000033576,SRGAP2
ENSMNEG00000033577,TSHR
ENSMNEG00000033578,
ENSMNEG00000033579,TACR3
ENSMNEG00000033580,MAFA
ENSMNEG00000033581,MAP1LC3A
ENSMNEG00000033582,
ENSMNEG00000033583,SCN4A
ENSMNEG00000033584,SCARB2
ENSMNEG00000033585,RNFT1
ENSMNEG00000033586,TREML2
ENSMNEG00000033587,C11orf91
ENSMNEG00000033588,
ENSMNEG00000033589,ALDH18A1
ENSMNEG00000033590,BEGAIN
ENSMNEG00000033591,
ENSMNEG00000033591,
ENSMNEG00000033592,TRIP4
ENSMNEG00000033593,BEST4
ENSMNEG00000033594,ZCCHC2
ENSMNEG00000033595,FAT3
ENSMNEG00000033596,
ENSMNEG00000033597,CCR6
ENSMNEG00000033598,DPP8
ENSMNEG00000033599,VPS37A
ENSMNEG00000033600,KRT19
ENSMNEG00000033601,CHTOP
ENSMNEG00000033602,EMCN
ENSMNEG00000033603,
ENSMNEG00000033604,PHAF1
ENSMNEG00000033605,
ENSMNEG00000033606,TRIM40
ENSMNEG00000033607,PHLDA1
ENSMNEG00000033608,ADGRG1
ENSMNEG00000033609,EXOC3
ENSMNEG00000033610,GPALPP1
ENSMNEG00000033611,SUN5
ENSMNEG00000033612,KLHL18
ENSMNEG00000033613,PPP1R37
ENSMNEG00000033614,GJD4
ENSMNEG00000033615,ZNF385B
ENSMNEG00000033616,ARHGEF12
ENSMNEG00000033617,
ENSMNEG00000033618,PCDH15
ENSMNEG00000033619,TOMM20
ENSMNEG00000033620,RANBP10
ENSMNEG00000033621,OR2B6
ENSMNEG00000033622,BPGM
ENSMNEG00000033623,AP1AR
ENSMNEG00000033624,PHF6
ENSMNEG00000033625,DNAH2
ENSMNEG00000033626,PIGX
ENSMNEG00000033627,THOC2
ENSMNEG00000033628,NAT16
ENSMNEG00000033629,USF1
ENSMNEG00000033630,RBBP6
ENSMNEG00000033631,PIANP
ENSMNEG00000033632,PRPH
ENSMNEG00000033633,SAMD12
ENSMNEG00000033634,CAGE1
ENSMNEG00000033635,COLEC11
ENSMNEG00000033636,HDAC10
ENSMNEG00000033637,
ENSMNEG00000033638,
ENSMNEG00000033639,LY6G6C
ENSMNEG00000033640,EIF3H
ENSMNEG00000033641,ZNF500
ENSMNEG00000033642,CD28
ENSMNEG00000033643,ACTN4
ENSMNEG00000033644,ENOX2
ENSMNEG00000033645,GCSAM
ENSMNEG00000033646,
ENSMNEG00000033647,CRKL
ENSMNEG00000033648,
ENSMNEG00000033649,FKBP10
ENSMNEG00000033650,MICOS10
ENSMNEG00000033651,TRIM37
ENSMNEG00000033652,
ENSMNEG00000033653,ARL13B
ENSMNEG00000033654,FICD
ENSMNEG00000033655,
ENSMNEG00000033656,FOXF1
ENSMNEG00000033657,DDO
ENSMNEG00000033658,DNAJB13
